,index,Unnamed: 0,Month,Location,N_Fleet_type,Cycle,Count,Departing Station,N_Fleet_Type,Quarter,dist,Final_head_count,Last_head_count
644,742,742,October,YOW,F-630,2.0,0,YOW,F-630,N(1),0.0,0.0,0
645,743,743,October,YOW,F-630,2.0,0,YOW,F-630,N(2),0.8809523809523809,0.0,0
646,744,744,October,YOW,F-630,2.0,0,YOW,F-630,N(3),0.119047619047619,0.0,0
647,745,745,October,YOW,F-630,2.0,0,YOW,F-630,N(4),0.0,0.0,0
648,746,746,November,YOW,F-630,2.0,0,YOW,F-630,N(1),0.0,0.0,0
649,747,747,November,YOW,F-630,2.0,0,YOW,F-630,N(2),0.8809523809523809,0.0,0
650,748,748,November,YOW,F-630,2.0,0,YOW,F-630,N(3),0.119047619047619,0.0,0
651,749,749,November,YOW,F-630,2.0,0,YOW,F-630,N(4),0.0,0.0,0
652,750,750,November,YOW,F-630,1.0,0,YOW,F-630,N(1),0.0,0.0,0
653,751,751,November,YOW,F-630,1.0,0,YOW,F-630,N(2),0.8809523809523809,0.0,0
654,752,752,November,YOW,F-630,1.0,0,YOW,F-630,N(3),0.119047619047619,0.0,0
655,753,753,November,YOW,F-630,1.0,0,YOW,F-630,N(4),0.0,0.0,0
656,754,754,December,YOW,F-630,2.0,0,YOW,F-630,N(1),0.0,0.0,0
657,755,755,December,YOW,F-630,2.0,0,YOW,F-630,N(2),0.8809523809523809,0.0,0
658,756,756,December,YOW,F-630,2.0,0,YOW,F-630,N(3),0.119047619047619,0.0,0
659,757,757,December,YOW,F-630,2.0,0,YOW,F-630,N(4),0.0,0.0,0
660,758,758,December,YOW,F-630,1.0,0,YOW,F-630,N(1),0.0,0.0,0
661,759,759,December,YOW,F-630,1.0,0,YOW,F-630,N(2),0.8809523809523809,0.0,0
662,760,760,December,YOW,F-630,1.0,0,YOW,F-630,N(3),0.119047619047619,0.0,0
663,761,761,December,YOW,F-630,1.0,0,YOW,F-630,N(4),0.0,0.0,0
664,762,762,January,YOW,F-630,1.0,0,YOW,F-630,N(1),0.0,0.0,0
665,763,763,January,YOW,F-630,1.0,0,YOW,F-630,N(2),0.8809523809523809,0.0,0
666,764,764,January,YOW,F-630,1.0,0,YOW,F-630,N(3),0.119047619047619,0.0,0
667,765,765,January,YOW,F-630,1.0,0,YOW,F-630,N(4),0.0,0.0,0
668,766,766,January,YOW,F-630,2.0,0,YOW,F-630,N(1),0.0,0.0,0
669,767,767,January,YOW,F-630,2.0,0,YOW,F-630,N(2),0.8809523809523809,0.0,0
670,768,768,January,YOW,F-630,2.0,0,YOW,F-630,N(3),0.119047619047619,0.0,0
671,769,769,January,YOW,F-630,2.0,0,YOW,F-630,N(4),0.0,0.0,0
672,784,784,July,YOW,F-286,2.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
673,785,785,July,YOW,F-286,2.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
674,786,786,July,YOW,F-286,2.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
675,787,787,July,YOW,F-286,2.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
676,788,788,July,YOW,F-286,1.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
677,789,789,July,YOW,F-286,1.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
678,790,790,July,YOW,F-286,1.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
679,791,791,July,YOW,F-286,1.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
680,792,792,August,YOW,F-286,2.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
681,793,793,August,YOW,F-286,2.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
682,794,794,August,YOW,F-286,2.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
683,795,795,August,YOW,F-286,2.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
684,796,796,August,YOW,F-286,1.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
685,797,797,August,YOW,F-286,1.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
686,798,798,August,YOW,F-286,1.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
687,799,799,August,YOW,F-286,1.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
688,800,800,September,YOW,F-286,1.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
689,801,801,September,YOW,F-286,1.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
690,802,802,September,YOW,F-286,1.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
691,803,803,September,YOW,F-286,1.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
692,804,804,September,YOW,F-286,2.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
693,805,805,September,YOW,F-286,2.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
694,806,806,September,YOW,F-286,2.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
695,807,807,September,YOW,F-286,2.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
696,808,808,October,YOW,F-286,1.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
697,809,809,October,YOW,F-286,1.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
698,810,810,October,YOW,F-286,1.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
699,811,811,October,YOW,F-286,1.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
700,812,812,October,YOW,F-286,2.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
701,813,813,October,YOW,F-286,2.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
702,814,814,October,YOW,F-286,2.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
703,815,815,October,YOW,F-286,2.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
704,816,816,November,YOW,F-286,2.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
705,817,817,November,YOW,F-286,2.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
706,818,818,November,YOW,F-286,2.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
707,819,819,November,YOW,F-286,2.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
708,820,820,November,YOW,F-286,1.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
709,821,821,November,YOW,F-286,1.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
710,822,822,November,YOW,F-286,1.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
711,823,823,November,YOW,F-286,1.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
712,824,824,December,YOW,F-286,2.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
713,825,825,December,YOW,F-286,2.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
714,826,826,December,YOW,F-286,2.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
715,827,827,December,YOW,F-286,2.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
716,828,828,December,YOW,F-286,1.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
717,829,829,December,YOW,F-286,1.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
718,830,830,December,YOW,F-286,1.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
719,831,831,December,YOW,F-286,1.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
720,832,832,January,YOW,F-286,1.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
721,833,833,January,YOW,F-286,1.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
722,834,834,January,YOW,F-286,1.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
723,835,835,January,YOW,F-286,1.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
724,836,836,January,YOW,F-286,2.0,1,YOW,F-286,N(1),0.1896135265700483,0.1896135265700483,0
725,837,837,January,YOW,F-286,2.0,1,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0
726,838,838,January,YOW,F-286,2.0,1,YOW,F-286,N(3),0.2355072463768115,0.2355072463768115,1
727,839,839,January,YOW,F-286,2.0,1,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0
728,840,840,July,YHZ,F-347,2.0,3,YHZ,F-347,N(1),0.4742268041237113,1.422680412371134,1
729,841,841,July,YHZ,F-347,2.0,3,YHZ,F-347,N(2),0.0,0.0,0
730,842,842,July,YHZ,F-347,2.0,3,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,2
731,843,843,July,YHZ,F-347,2.0,3,YHZ,F-347,N(4),0.134020618556701,0.4020618556701031,0
732,844,844,July,YHZ,F-347,1.0,2,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1
733,845,845,July,YHZ,F-347,1.0,2,YHZ,F-347,N(2),0.0,0.0,0
734,846,846,July,YHZ,F-347,1.0,2,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1
735,847,847,July,YHZ,F-347,1.0,2,YHZ,F-347,N(4),0.134020618556701,0.268041237113402,0
736,848,848,August,YHZ,F-347,2.0,3,YHZ,F-347,N(1),0.4742268041237113,1.422680412371134,1
737,849,849,August,YHZ,F-347,2.0,3,YHZ,F-347,N(2),0.0,0.0,0
738,850,850,August,YHZ,F-347,2.0,3,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,2
739,851,851,August,YHZ,F-347,2.0,3,YHZ,F-347,N(4),0.134020618556701,0.4020618556701031,0
740,852,852,August,YHZ,F-347,1.0,2,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1
741,853,853,August,YHZ,F-347,1.0,2,YHZ,F-347,N(2),0.0,0.0,0
742,854,854,August,YHZ,F-347,1.0,2,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1
743,855,855,August,YHZ,F-347,1.0,2,YHZ,F-347,N(4),0.134020618556701,0.268041237113402,0
744,856,856,September,YHZ,F-347,1.0,2,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1
745,857,857,September,YHZ,F-347,1.0,2,YHZ,F-347,N(2),0.0,0.0,0
746,858,858,September,YHZ,F-347,1.0,2,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1
747,859,859,September,YHZ,F-347,1.0,2,YHZ,F-347,N(4),0.134020618556701,0.268041237113402,0
748,860,860,September,YHZ,F-347,2.0,3,YHZ,F-347,N(1),0.4742268041237113,1.422680412371134,1
749,861,861,September,YHZ,F-347,2.0,3,YHZ,F-347,N(2),0.0,0.0,0
750,862,862,September,YHZ,F-347,2.0,3,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,2
751,863,863,September,YHZ,F-347,2.0,3,YHZ,F-347,N(4),0.134020618556701,0.4020618556701031,0
752,864,864,October,YHZ,F-347,1.0,2,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1
753,865,865,October,YHZ,F-347,1.0,2,YHZ,F-347,N(2),0.0,0.0,0
754,866,866,October,YHZ,F-347,1.0,2,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1
755,867,867,October,YHZ,F-347,1.0,2,YHZ,F-347,N(4),0.134020618556701,0.268041237113402,0
756,868,868,October,YHZ,F-347,2.0,3,YHZ,F-347,N(1),0.4742268041237113,1.422680412371134,1
757,869,869,October,YHZ,F-347,2.0,3,YHZ,F-347,N(2),0.0,0.0,0
758,870,870,October,YHZ,F-347,2.0,3,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,2
759,871,871,October,YHZ,F-347,2.0,3,YHZ,F-347,N(4),0.134020618556701,0.4020618556701031,0
760,872,872,November,YHZ,F-347,2.0,3,YHZ,F-347,N(1),0.4742268041237113,1.422680412371134,1
761,873,873,November,YHZ,F-347,2.0,3,YHZ,F-347,N(2),0.0,0.0,0
762,874,874,November,YHZ,F-347,2.0,3,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,2
763,875,875,November,YHZ,F-347,2.0,3,YHZ,F-347,N(4),0.134020618556701,0.4020618556701031,0
764,876,876,November,YHZ,F-347,1.0,2,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1
765,877,877,November,YHZ,F-347,1.0,2,YHZ,F-347,N(2),0.0,0.0,0
766,878,878,November,YHZ,F-347,1.0,2,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1
767,879,879,November,YHZ,F-347,1.0,2,YHZ,F-347,N(4),0.134020618556701,0.268041237113402,0
768,880,880,December,YHZ,F-347,2.0,3,YHZ,F-347,N(1),0.4742268041237113,1.422680412371134,1
769,881,881,December,YHZ,F-347,2.0,3,YHZ,F-347,N(2),0.0,0.0,0
770,882,882,December,YHZ,F-347,2.0,3,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,2
771,883,883,December,YHZ,F-347,2.0,3,YHZ,F-347,N(4),0.134020618556701,0.4020618556701031,0
772,884,884,December,YHZ,F-347,1.0,2,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1
773,885,885,December,YHZ,F-347,1.0,2,YHZ,F-347,N(2),0.0,0.0,0
774,886,886,December,YHZ,F-347,1.0,2,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1
775,887,887,December,YHZ,F-347,1.0,2,YHZ,F-347,N(4),0.134020618556701,0.268041237113402,0
776,888,888,January,YHZ,F-347,1.0,2,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1
777,889,889,January,YHZ,F-347,1.0,2,YHZ,F-347,N(2),0.0,0.0,0
778,890,890,January,YHZ,F-347,1.0,2,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1
779,891,891,January,YHZ,F-347,1.0,2,YHZ,F-347,N(4),0.134020618556701,0.268041237113402,0
780,892,892,January,YHZ,F-347,2.0,3,YHZ,F-347,N(1),0.4742268041237113,1.422680412371134,1
781,893,893,January,YHZ,F-347,2.0,3,YHZ,F-347,N(2),0.0,0.0,0
782,894,894,January,YHZ,F-347,2.0,3,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,2
783,895,895,January,YHZ,F-347,2.0,3,YHZ,F-347,N(4),0.134020618556701,0.4020618556701031,0
784,896,896,July,YHZ,F-295,2.0,1,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0
785,897,897,July,YHZ,F-295,2.0,1,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0
786,898,898,July,YHZ,F-295,2.0,1,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,1
787,899,899,July,YHZ,F-295,2.0,1,YHZ,F-295,N(4),0.0,0.0,0
788,900,900,July,YHZ,F-295,1.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
789,901,901,July,YHZ,F-295,1.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
790,902,902,July,YHZ,F-295,1.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
791,903,903,July,YHZ,F-295,1.0,2,YHZ,F-295,N(4),0.0,0.0,0
792,904,904,August,YHZ,F-295,2.0,1,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0
793,905,905,August,YHZ,F-295,2.0,1,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0
794,906,906,August,YHZ,F-295,2.0,1,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,1
795,907,907,August,YHZ,F-295,2.0,1,YHZ,F-295,N(4),0.0,0.0,0
796,908,908,August,YHZ,F-295,1.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
797,909,909,August,YHZ,F-295,1.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
798,910,910,August,YHZ,F-295,1.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
799,911,911,August,YHZ,F-295,1.0,2,YHZ,F-295,N(4),0.0,0.0,0
800,912,912,September,YHZ,F-295,1.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
801,913,913,September,YHZ,F-295,1.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
802,914,914,September,YHZ,F-295,1.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
803,915,915,September,YHZ,F-295,1.0,2,YHZ,F-295,N(4),0.0,0.0,0
804,916,916,September,YHZ,F-295,2.0,1,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0
805,917,917,September,YHZ,F-295,2.0,1,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0
806,918,918,September,YHZ,F-295,2.0,1,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,1
807,919,919,September,YHZ,F-295,2.0,1,YHZ,F-295,N(4),0.0,0.0,0
808,920,920,October,YHZ,F-295,1.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
809,921,921,October,YHZ,F-295,1.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
810,922,922,October,YHZ,F-295,1.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
811,923,923,October,YHZ,F-295,1.0,2,YHZ,F-295,N(4),0.0,0.0,0
812,924,924,October,YHZ,F-295,2.0,1,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0
813,925,925,October,YHZ,F-295,2.0,1,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0
814,926,926,October,YHZ,F-295,2.0,1,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,1
815,927,927,October,YHZ,F-295,2.0,1,YHZ,F-295,N(4),0.0,0.0,0
816,928,928,November,YHZ,F-295,2.0,1,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0
817,929,929,November,YHZ,F-295,2.0,1,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0
818,930,930,November,YHZ,F-295,2.0,1,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,1
819,931,931,November,YHZ,F-295,2.0,1,YHZ,F-295,N(4),0.0,0.0,0
820,932,932,November,YHZ,F-295,1.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
821,933,933,November,YHZ,F-295,1.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
822,934,934,November,YHZ,F-295,1.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
823,935,935,November,YHZ,F-295,1.0,2,YHZ,F-295,N(4),0.0,0.0,0
824,936,936,December,YHZ,F-295,2.0,1,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0
825,937,937,December,YHZ,F-295,2.0,1,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0
826,938,938,December,YHZ,F-295,2.0,1,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,1
827,939,939,December,YHZ,F-295,2.0,1,YHZ,F-295,N(4),0.0,0.0,0
828,940,940,December,YHZ,F-295,1.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
829,941,941,December,YHZ,F-295,1.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
830,942,942,December,YHZ,F-295,1.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
831,943,943,December,YHZ,F-295,1.0,2,YHZ,F-295,N(4),0.0,0.0,0
832,944,944,January,YHZ,F-295,1.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
833,945,945,January,YHZ,F-295,1.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
834,946,946,January,YHZ,F-295,1.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
835,947,947,January,YHZ,F-295,1.0,2,YHZ,F-295,N(4),0.0,0.0,0
836,948,948,January,YHZ,F-295,2.0,2,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,0
837,949,949,January,YHZ,F-295,2.0,2,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1
838,950,950,January,YHZ,F-295,2.0,2,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1
839,951,951,January,YHZ,F-295,2.0,2,YHZ,F-295,N(4),0.0,0.0,0
840,1008,1008,July,YHZ,F-286,2.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
841,1009,1009,July,YHZ,F-286,2.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
842,1010,1010,July,YHZ,F-286,2.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
843,1011,1011,July,YHZ,F-286,2.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
844,1012,1012,July,YHZ,F-286,1.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
845,1013,1013,July,YHZ,F-286,1.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
846,1014,1014,July,YHZ,F-286,1.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
847,1015,1015,July,YHZ,F-286,1.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
848,1016,1016,August,YHZ,F-286,2.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
849,1017,1017,August,YHZ,F-286,2.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
850,1018,1018,August,YHZ,F-286,2.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
851,1019,1019,August,YHZ,F-286,2.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
852,1020,1020,August,YHZ,F-286,1.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
853,1021,1021,August,YHZ,F-286,1.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
854,1022,1022,August,YHZ,F-286,1.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
855,1023,1023,August,YHZ,F-286,1.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
856,1024,1024,September,YHZ,F-286,1.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
857,1025,1025,September,YHZ,F-286,1.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
858,1026,1026,September,YHZ,F-286,1.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
859,1027,1027,September,YHZ,F-286,1.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
860,1028,1028,September,YHZ,F-286,2.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
861,1029,1029,September,YHZ,F-286,2.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
862,1030,1030,September,YHZ,F-286,2.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
863,1031,1031,September,YHZ,F-286,2.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
864,1032,1032,October,YHZ,F-286,1.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
865,1033,1033,October,YHZ,F-286,1.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
866,1034,1034,October,YHZ,F-286,1.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
867,1035,1035,October,YHZ,F-286,1.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
868,1036,1036,October,YHZ,F-286,2.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
869,1037,1037,October,YHZ,F-286,2.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
870,1038,1038,October,YHZ,F-286,2.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
871,1039,1039,October,YHZ,F-286,2.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
872,1040,1040,November,YHZ,F-286,2.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
873,1041,1041,November,YHZ,F-286,2.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
874,1042,1042,November,YHZ,F-286,2.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
875,1043,1043,November,YHZ,F-286,2.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
876,1044,1044,November,YHZ,F-286,1.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
877,1045,1045,November,YHZ,F-286,1.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
878,1046,1046,November,YHZ,F-286,1.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
879,1047,1047,November,YHZ,F-286,1.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
880,1048,1048,December,YHZ,F-286,2.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
881,1049,1049,December,YHZ,F-286,2.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
882,1050,1050,December,YHZ,F-286,2.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
883,1051,1051,December,YHZ,F-286,2.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
884,1052,1052,December,YHZ,F-286,1.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
885,1053,1053,December,YHZ,F-286,1.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
886,1054,1054,December,YHZ,F-286,1.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
887,1055,1055,December,YHZ,F-286,1.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
888,1056,1056,January,YHZ,F-286,1.0,2,YHZ,F-286,N(1),0.1358490566037736,0.2716981132075472,0
889,1057,1057,January,YHZ,F-286,1.0,2,YHZ,F-286,N(2),0.4283018867924529,0.8566037735849058,1
890,1058,1058,January,YHZ,F-286,1.0,2,YHZ,F-286,N(3),0.3169811320754717,0.6339622641509435,1
891,1059,1059,January,YHZ,F-286,1.0,2,YHZ,F-286,N(4),0.1188679245283019,0.2377358490566038,0
892,1060,1060,January,YHZ,F-286,2.0,1,YHZ,F-286,N(1),0.1358490566037736,0.1358490566037736,0
893,1061,1061,January,YHZ,F-286,2.0,1,YHZ,F-286,N(2),0.4283018867924529,0.4283018867924529,0
894,1062,1062,January,YHZ,F-286,2.0,1,YHZ,F-286,N(3),0.3169811320754717,0.3169811320754717,1
895,1063,1063,January,YHZ,F-286,2.0,1,YHZ,F-286,N(4),0.1188679245283019,0.1188679245283019,0
896,1064,1064,July,YQB,F-347,2.0,1,YQB,F-347,N(1),0.2202970297029703,0.2202970297029703,0
897,1065,1065,July,YQB,F-347,2.0,1,YQB,F-347,N(2),0.417079207920792,0.417079207920792,0
898,1066,1066,July,YQB,F-347,2.0,1,YQB,F-347,N(3),0.3626237623762376,0.3626237623762376,1
899,1067,1067,July,YQB,F-347,2.0,1,YQB,F-347,N(4),0.0,0.0,0
900,1068,1068,July,YQB,F-347,1.0,1,YQB,F-347,N(1),0.2202970297029703,0.2202970297029703,0
901,1069,1069,July,YQB,F-347,1.0,1,YQB,F-347,N(2),0.417079207920792,0.417079207920792,0
902,1070,1070,July,YQB,F-347,1.0,1,YQB,F-347,N(3),0.3626237623762376,0.3626237623762376,1
