,task_id,people,timestamp,ground_id,location,FIN Number,Fleet Type,DEFECT_TYPE,DUE_DATE,MAN_HOURS_VALUE,Task_type,ref_date,obj
1392,3801,1,2022-10-25 14:04:00.000000,9092,YYZ,1582.0,F-286,S,2022-10-31 00:01:34,0.5,True,2022-07-30 00:01:00,5
1393,3920,1,2022-10-25 14:04:00.000000,9092,YYZ,1582.0,F-286,S,2022-10-31 00:01:34,0.5,True,2022-07-30 00:01:00,5
1394,3924,1,2022-10-25 14:04:00.000000,9092,YYZ,1582.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1395,3928,1,2022-10-25 14:04:00.000000,9092,YYZ,1582.0,F-286,S,2022-11-30 00:01:34,0.5,True,2022-07-30 00:01:00,35
1396,4062,1,2022-10-25 14:34:00.000000,9092,YYZ,1582.0,F-286,S,2023-01-21 00:01:34,0.5,True,2022-07-30 00:01:00,87
1397,4516,1,2022-10-25 14:34:00.000000,9092,YYZ,1582.0,F-286,S,2022-12-26 00:01:34,0.5,True,2022-07-30 00:01:00,61
1398,4641,1,2022-10-25 14:34:00.000000,9092,YYZ,1582.0,F-286,S,2022-11-09 00:01:34,0.5,True,2022-07-30 00:01:00,14
1399,4645,1,2022-10-25 14:34:00.000000,9092,YYZ,1582.0,F-286,S,2022-11-09 00:01:34,0.5,True,2022-07-30 00:01:00,14
1400,2688,1,2022-10-25 00:08:00.000000,9093,YUL,1836.0,F-286,S,2022-12-02 00:01:34,0.5,True,2022-07-30 00:01:00,37
1401,2864,1,2022-10-25 00:08:00.000000,9093,YUL,1836.0,F-286,S,2022-11-02 00:01:34,0.5,True,2022-07-30 00:01:00,7
1402,3238,1,2022-10-25 00:32:00.000000,9093,YUL,1836.0,F-286,S,2022-12-09 00:01:34,0.5,True,2022-07-30 00:01:00,44
1403,3648,1,2022-10-25 00:38:00.000000,9093,YUL,1836.0,F-286,S,2022-12-02 00:01:34,0.5,True,2022-07-30 00:01:00,37
1404,3650,1,2022-10-25 01:02:00.000000,9093,YUL,1836.0,F-286,S,2023-01-20 00:01:34,0.5,True,2022-07-30 00:01:00,86
1405,3955,1,2022-10-25 01:08:00.000000,9093,YUL,1836.0,F-286,S,2023-01-20 00:01:34,0.5,True,2022-07-30 00:01:00,86
1406,4219,1,2022-10-25 01:32:00.000000,9093,YUL,1836.0,F-286,S,2023-01-20 00:01:34,0.5,True,2022-07-30 00:01:00,86
1407,4385,1,2022-10-25 01:38:00.000000,9093,YUL,1836.0,F-286,S,2023-01-20 00:01:34,0.5,True,2022-07-30 00:01:00,86
1408,4505,1,2022-10-25 01:38:00.000000,9093,YUL,1836.0,F-286,S,2022-11-25 00:01:34,0.5,True,2022-07-30 00:01:00,30
1409,4506,1,2022-10-25 02:02:00.000000,9093,YUL,1836.0,F-286,S,2023-01-20 00:01:34,0.5,True,2022-07-30 00:01:00,86
1410,4521,1,2022-10-25 02:08:00.000000,9093,YUL,1836.0,F-286,S,2022-12-02 00:01:34,0.5,True,2022-07-30 00:01:00,37
1411,2663,1,2022-10-25 00:02:00.000000,9095,YUL,2006.0,F-286,S,2022-11-06 00:01:34,0.5,True,2022-07-30 00:01:00,11
1412,2947,1,2022-10-25 00:02:00.000000,9095,YUL,2006.0,F-286,S,2022-11-06 00:01:34,0.5,True,2022-07-30 00:01:00,11
1413,3493,1,2022-10-25 00:38:00.000000,9095,YUL,2006.0,F-286,S,2022-11-06 00:01:34,0.5,True,2022-07-30 00:01:00,11
1414,4200,1,2022-10-25 01:08:00.000000,9095,YUL,2006.0,F-286,S,2022-11-06 00:01:34,0.5,True,2022-07-30 00:01:00,11
1415,20298,1,2022-10-25 09:31:00.000000,9097,YYZ,1414.0,F-286,S,2022-12-05 00:01:34,0.9,True,2022-07-30 00:01:00,40
1416,9494,4,2022-10-25 10:41:00.000000,9098,YYZ,1744.0,F-286,S,2022-11-28 00:01:34,1.0,True,2022-07-30 00:01:00,33
1417,9497,3,2022-10-25 11:00:00.000000,9098,YYZ,1744.0,F-286,S,2022-11-28 00:01:34,1.0,True,2022-07-30 00:01:00,33
1418,2731,2,2022-10-25 11:00:00.000000,9098,YYZ,1744.0,F-286,S,2022-12-05 00:01:34,0.5,True,2022-07-30 00:01:00,40
1419,2848,2,2022-10-25 11:00:00.000000,9098,YYZ,1744.0,F-286,S,2022-11-18 00:01:34,0.5,True,2022-07-30 00:01:00,23
1420,9395,2,2022-10-25 16:00:00.000000,9103,YYZ,2090.0,F-286,S,2022-11-08 00:01:34,1.0,True,2022-07-30 00:01:00,13
1421,9444,2,2022-10-25 16:00:00.000000,9103,YYZ,2090.0,F-286,S,2022-12-17 00:01:34,1.0,True,2022-07-30 00:01:00,52
1422,2655,1,2022-10-25 15:59:00.000000,9103,YYZ,2090.0,F-286,S,2023-01-18 00:01:34,0.5,True,2022-07-30 00:01:00,84
1423,2849,1,2022-10-25 16:00:00.000000,9103,YYZ,2090.0,F-286,S,2023-01-18 00:01:34,0.5,True,2022-07-30 00:01:00,84
1424,3009,1,2022-10-25 16:09:00.000000,9103,YYZ,2090.0,F-286,S,2022-11-08 00:01:34,0.5,True,2022-07-30 00:01:00,13
1425,3209,1,2022-10-25 16:15:00.000000,9103,YYZ,2090.0,F-286,S,2023-01-04 00:01:34,0.5,True,2022-07-30 00:01:00,70
1426,3756,1,2022-10-25 16:15:00.000000,9103,YYZ,2090.0,F-286,S,2023-01-18 00:01:34,0.5,True,2022-07-30 00:01:00,84
1427,4475,3,2022-10-25 16:24:00.000000,9103,YYZ,2090.0,F-286,S,2023-01-18 00:01:34,0.5,True,2022-07-30 00:01:00,84
1428,4547,4,2022-10-25 16:30:00.000000,9103,YYZ,2090.0,F-286,S,2022-11-21 00:01:34,0.5,True,2022-07-30 00:01:00,26
1429,9213,2,2022-10-25 11:53:00.000000,9107,YUL,1582.0,F-286,S,2022-11-09 00:01:34,1.0,True,2022-07-30 00:01:00,14
1430,9263,2,2022-10-25 11:53:00.000000,9107,YUL,1582.0,F-286,S,2022-11-09 00:01:34,1.0,True,2022-07-30 00:01:00,14
1431,9439,2,2022-10-25 11:53:00.000000,9107,YUL,1582.0,F-286,S,2022-11-09 00:01:34,1.0,True,2022-07-30 00:01:00,14
1432,2824,1,2022-10-25 11:55:00.000000,9107,YUL,1582.0,F-286,S,2022-11-09 00:01:34,0.5,True,2022-07-30 00:01:00,14
1433,2869,1,2022-10-25 11:55:00.000000,9107,YUL,1582.0,F-286,S,2022-11-30 00:01:34,0.5,True,2022-07-30 00:01:00,35
1434,3090,2,2022-10-25 11:55:00.000000,9107,YUL,1582.0,F-286,S,2022-10-29 00:01:34,0.5,True,2022-07-30 00:01:00,3
1435,2621,1,2022-10-25 09:15:00.000000,9111,YYZ,2176.0,F-286,S,2022-10-28 00:01:34,0.5,True,2022-07-30 00:01:00,2
1436,2664,1,2022-10-25 09:15:00.000000,9111,YYZ,2176.0,F-286,S,2022-12-14 00:01:34,0.5,True,2022-07-30 00:01:00,49
1437,2949,1,2022-10-25 09:15:00.000000,9111,YYZ,2176.0,F-286,S,2022-12-14 00:01:34,0.5,True,2022-07-30 00:01:00,49
1438,3224,1,2022-10-25 09:15:00.000000,9111,YYZ,2176.0,F-286,S,2022-11-10 00:01:34,0.5,True,2022-07-30 00:01:00,15
1439,4202,1,2022-10-25 09:15:00.000000,9111,YYZ,2176.0,F-286,S,2022-11-10 00:01:34,0.5,True,2022-07-30 00:01:00,15
1440,4347,1,2022-10-25 09:15:00.000000,9111,YYZ,2176.0,F-286,S,2023-01-26 00:01:34,0.5,True,2022-07-30 00:01:00,92
1441,4621,2,2022-10-25 09:42:00.000000,9111,YYZ,2176.0,F-286,S,2022-11-04 00:01:34,0.5,True,2022-07-30 00:01:00,9
1442,4623,3,2022-10-25 09:45:00.000000,9111,YYZ,2176.0,F-286,S,2022-11-10 00:01:34,0.5,True,2022-07-30 00:01:00,15
1443,2556,1,2022-10-25 15:35:00.000000,9118,YYC,1744.0,F-286,S,2022-12-30 00:00:00,0.5,True,2022-07-30 00:01:00,65
1444,9188,1,2022-10-25 10:45:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1445,9401,2,2022-10-25 11:00:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1446,9468,2,2022-10-25 11:00:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1447,2564,1,2022-10-25 11:00:00.000000,9123,YYZ,1508.0,F-286,S,2022-12-30 00:00:00,0.5,True,2022-07-30 00:01:00,65
1448,2629,1,2022-10-25 11:00:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-17 00:01:34,0.5,True,2022-07-30 00:01:00,83
1449,2759,1,2022-10-25 11:00:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-17 00:01:34,0.5,True,2022-07-30 00:01:00,83
1450,3001,1,2022-10-25 11:15:00.000000,9123,YYZ,1508.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1451,3109,1,2022-10-25 11:18:00.000000,9123,YYZ,1508.0,F-286,S,2022-12-26 00:01:34,0.5,True,2022-07-30 00:01:00,61
1452,3141,1,2022-10-25 11:18:00.000000,9123,YYZ,1508.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1453,3187,1,2022-10-25 11:18:00.000000,9123,YYZ,1508.0,F-286,S,2022-11-18 00:01:34,0.5,True,2022-07-30 00:01:00,23
1454,3188,1,2022-10-25 11:18:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-17 00:01:34,0.5,True,2022-07-30 00:01:00,83
1455,3200,1,2022-10-25 11:20:00.000000,9123,YYZ,1508.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1456,3457,2,2022-10-25 11:43:00.000000,9123,YYZ,1508.0,F-286,S,2022-11-22 00:01:34,0.5,True,2022-07-30 00:01:00,27
1457,3458,3,2022-10-25 11:45:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-17 00:01:34,0.5,True,2022-07-30 00:01:00,83
1458,3472,3,2022-10-25 11:45:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-23 00:01:34,0.5,True,2022-07-30 00:01:00,89
1459,3717,7,2022-10-25 11:55:00.000000,9123,YYZ,1508.0,F-286,S,2022-11-18 00:01:34,0.5,True,2022-07-30 00:01:00,23
1460,3749,16,2022-10-25 11:58:00.000000,9123,YYZ,1508.0,F-286,S,2023-01-23 00:01:34,0.5,True,2022-07-30 00:01:00,89
1461,9144,2,2022-10-25 11:25:00.000000,9127,YUL,1938.0,F-286,S,2022-11-17 00:01:34,1.0,True,2022-07-30 00:01:00,22
1462,9183,2,2022-10-25 11:25:00.000000,9127,YUL,1938.0,F-286,S,2022-11-27 00:01:34,1.0,True,2022-07-30 00:01:00,32
1463,9126,2,2022-10-25 16:10:00.000000,9131,YYC,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1464,9111,1,2022-10-25 01:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-04 00:01:34,1.0,True,2022-07-30 00:01:00,9
1465,9113,1,2022-10-25 01:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-11 00:01:34,1.0,True,2022-07-30 00:01:00,16
1466,9461,1,2022-10-25 01:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-04 00:01:34,1.0,True,2022-07-30 00:01:00,9
1467,9463,1,2022-10-25 01:45:00.000000,9133,YYZ,1456.0,F-286,S,2023-01-16 00:01:34,1.0,True,2022-07-30 00:01:00,82
1468,2883,1,2022-10-25 01:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-10-30 00:01:34,0.5,True,2022-07-30 00:01:00,4
1469,3259,1,2022-10-25 01:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1470,3319,1,2022-10-25 01:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-13 00:01:34,0.5,True,2022-07-30 00:01:00,18
1471,3548,1,2022-10-25 02:15:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-04 00:01:34,0.5,True,2022-07-30 00:01:00,9
1472,3569,1,2022-10-25 02:15:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-13 00:01:34,0.5,True,2022-07-30 00:01:00,18
1473,3711,1,2022-10-25 02:15:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-04 00:01:34,0.5,True,2022-07-30 00:01:00,9
1474,3713,2,2022-10-25 02:45:00.000000,9133,YYZ,1456.0,F-286,S,2023-01-20 00:01:34,0.5,True,2022-07-30 00:01:00,86
1475,3862,2,2022-10-25 02:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-12-25 00:01:34,0.5,True,2022-07-30 00:01:00,60
1476,3863,2,2022-10-25 02:45:00.000000,9133,YYZ,1456.0,F-286,S,2022-10-30 00:01:34,0.5,True,2022-07-30 00:01:00,4
1477,3995,3,2022-10-25 03:00:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-11 00:01:34,0.5,True,2022-07-30 00:01:00,16
1478,4078,3,2022-10-25 03:00:00.000000,9133,YYZ,1456.0,F-286,S,2022-11-13 00:01:34,0.5,True,2022-07-30 00:01:00,18
1479,9080,1,2022-10-25 10:59:00.000000,9135,YUL,1440.0,F-286,S,2022-12-10 00:01:34,1.0,True,2022-07-30 00:01:00,45
1480,2807,1,2022-10-25 10:59:00.000000,9135,YUL,1440.0,F-286,S,2022-12-01 00:01:34,0.5,True,2022-07-30 00:01:00,36
1481,2851,1,2022-10-25 10:59:00.000000,9135,YUL,1440.0,F-286,S,2023-01-09 00:01:34,0.5,True,2022-07-30 00:01:00,75
1482,3019,1,2022-10-25 11:00:00.000000,9135,YUL,1440.0,F-286,S,2022-11-10 00:01:34,0.5,True,2022-07-30 00:01:00,15
1483,3050,1,2022-10-25 11:00:00.000000,9135,YUL,1440.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1484,3230,2,2022-10-25 11:00:00.000000,9135,YUL,1440.0,F-286,S,2022-12-12 00:01:34,0.5,True,2022-07-30 00:01:00,47
1485,3402,1,2022-10-25 11:29:00.000000,9135,YUL,1440.0,F-286,S,2023-01-17 00:01:34,0.5,True,2022-07-30 00:01:00,83
1486,3499,2,2022-10-25 11:30:00.000000,9135,YUL,1440.0,F-286,S,2022-11-10 00:01:34,0.5,True,2022-07-30 00:01:00,15
1487,3698,2,2022-10-25 11:37:00.000000,9135,YUL,1440.0,F-286,S,2022-12-10 00:01:34,0.5,True,2022-07-30 00:01:00,45
1488,18946,19,2022-10-25 16:55:34.285714,9136,YYZ,1989.0,F-286,S,2022-12-22 00:01:34,19.4,True,2022-07-30 00:01:00,57
1489,9349,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-21 00:01:34,1.0,True,2022-07-30 00:01:00,56
1490,2610,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2023-01-22 00:01:34,0.5,True,2022-07-30 00:01:00,88
1491,2611,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-11 00:01:34,0.5,True,2022-07-30 00:01:00,46
1492,2874,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-10-30 00:01:34,0.5,True,2022-07-30 00:01:00,4
1493,2879,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-30 00:01:34,0.5,True,2022-07-30 00:01:00,65
1494,3147,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2023-01-22 00:01:34,0.5,True,2022-07-30 00:01:00,88
1495,3305,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-10 00:01:34,0.5,True,2022-07-30 00:01:00,45
1496,3417,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-30 00:01:34,0.5,True,2022-07-30 00:01:00,65
1497,3517,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-21 00:01:34,0.5,True,2022-07-30 00:01:00,56
1498,3675,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2023-01-22 00:01:34,0.5,True,2022-07-30 00:01:00,88
1499,3705,1,2022-10-25 16:38:00.000000,9136,YYZ,1989.0,F-286,S,2022-11-27 00:01:34,0.5,True,2022-07-30 00:01:00,32
1500,3852,1,2022-10-25 16:45:00.000000,9136,YYZ,1989.0,F-286,S,2022-10-30 00:01:34,0.5,True,2022-07-30 00:01:00,4
1501,4081,1,2022-10-25 16:45:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-30 00:01:34,0.5,True,2022-07-30 00:01:00,65
1502,4130,1,2022-10-25 16:55:34.285714,9136,YYZ,1989.0,F-286,S,2023-01-22 00:01:34,0.5,True,2022-07-30 00:01:00,88
1503,4292,2,2022-10-25 17:08:00.000000,9136,YYZ,1989.0,F-286,S,2022-12-10 00:01:34,0.5,True,2022-07-30 00:01:00,45
1504,4294,2,2022-10-25 17:08:00.000000,9136,YYZ,1989.0,F-286,S,2023-01-22 00:01:34,0.5,True,2022-07-30 00:01:00,88
1505,4693,2,2022-10-25 17:08:00.000000,9136,YYZ,1989.0,F-286,S,2022-10-30 00:01:34,0.5,True,2022-07-30 00:01:00,4
1506,4805,2,2022-10-25 17:08:00.000000,9136,YYZ,1989.0,F-286,S,2022-10-30 00:01:34,0.5,True,2022-07-30 00:01:00,4
1507,8990,3,2022-10-25 17:16:00.000000,9138,YUL,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1508,8928,1,2022-10-25 16:53:00.000000,9140,YYC,1744.0,F-286,S,2022-11-18 00:01:34,1.0,True,2022-07-30 00:01:00,23
1509,8936,1,2022-10-25 16:53:00.000000,9140,YYC,1744.0,F-286,S,2023-01-19 00:01:34,1.0,True,2022-07-30 00:01:00,85
1510,8868,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,1.0,True,2022-07-30 00:01:00,0
1511,9106,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,1.0,True,2022-07-30 00:01:00,0
1512,9132,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2023-01-19 00:01:34,1.0,True,2022-07-30 00:01:00,85
1513,9232,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,1.0,True,2022-07-30 00:01:00,0
1514,9245,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2023-01-19 00:01:34,1.0,True,2022-07-30 00:01:00,85
1515,9420,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,1.0,True,2022-07-30 00:01:00,0
1516,9446,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,1.0,True,2022-07-30 00:01:00,0
1517,9465,2,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,1.0,True,2022-07-30 00:01:00,0
1518,2927,1,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-12-26 00:01:34,0.5,True,2022-07-30 00:01:00,61
1519,2928,1,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-12-26 00:01:34,0.5,True,2022-07-30 00:01:00,61
1520,3008,1,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-31 00:01:34,0.5,True,2022-07-30 00:01:00,5
1521,3180,1,2022-10-25 18:03:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1522,3404,1,2022-10-25 18:08:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-31 00:01:34,0.5,True,2022-07-30 00:01:00,5
1523,3405,1,2022-10-25 18:08:00.000000,9143,YYZ,1443.0,F-286,S,2022-12-26 00:01:34,0.5,True,2022-07-30 00:01:00,61
1524,3478,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-11-10 00:01:34,0.5,True,2022-07-30 00:01:00,15
1525,3479,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1526,3715,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-26 00:01:34,0.5,True,2022-07-30 00:01:00,0
1527,3757,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2023-01-13 00:01:34,0.5,True,2022-07-30 00:01:00,79
1528,3759,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-11-23 00:01:34,0.5,True,2022-07-30 00:01:00,28
1529,3892,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-11-09 00:01:34,0.5,True,2022-07-30 00:01:00,14
1530,4031,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2023-01-13 00:01:34,0.5,True,2022-07-30 00:01:00,79
1531,4190,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-10-31 00:01:34,0.5,True,2022-07-30 00:01:00,5
1532,4337,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-11-09 00:01:34,0.5,True,2022-07-30 00:01:00,14
1533,4610,2,2022-10-25 18:33:00.000000,9143,YYZ,1443.0,F-286,S,2022-11-23 00:01:34,0.5,True,2022-07-30 00:01:00,28
1534,9214,2,2022-10-25 12:10:00.000000,9146,YUL,1456.0,F-286,S,2022-11-04 00:01:34,1.0,True,2022-07-30 00:01:00,9
1535,9352,2,2022-10-25 12:10:00.000000,9146,YUL,1456.0,F-286,S,2023-01-16 00:01:34,1.0,True,2022-07-30 00:01:00,82
1536,9460,2,2022-10-25 12:23:00.000000,9146,YUL,1456.0,F-286,S,2022-11-04 00:01:34,1.0,True,2022-07-30 00:01:00,9
1537,2749,3,2022-10-25 12:23:00.000000,9146,YUL,1456.0,F-286,S,2022-10-30 00:01:34,0.5,True,2022-07-30 00:01:00,4
1538,8789,2,2022-10-25 16:42:00.000000,9149,YUL,1508.0,F-286,S,2022-12-18 00:01:34,1.0,True,2022-07-30 00:01:00,53
1539,8819,2,2022-10-25 16:42:00.000000,9149,YUL,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1540,8876,5,2022-10-25 16:42:00.000000,9149,YUL,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1541,8955,5,2022-10-25 16:42:00.000000,9149,YUL,1508.0,F-286,S,2023-01-23 00:01:34,1.0,True,2022-07-30 00:01:00,89
1542,12064,2,2022-10-25 17:23:00.000000,9150,YYZ,2210.0,F-286,S,2022-12-02 00:01:34,1.5,True,2022-07-30 00:01:00,37
1543,8802,2,2022-10-25 17:23:00.000000,9150,YYZ,2210.0,F-286,S,2022-12-01 00:01:34,1.0,True,2022-07-30 00:01:00,36
1544,8855,4,2022-10-25 17:23:00.000000,9150,YYZ,2210.0,F-286,S,2022-12-01 00:01:34,1.0,True,2022-07-30 00:01:00,36
1545,2860,2,2022-10-25 17:23:00.000000,9150,YYZ,2210.0,F-286,S,2022-12-01 00:01:34,0.5,True,2022-07-30 00:01:00,36
1546,3506,2,2022-10-25 17:23:00.000000,9150,YYZ,2210.0,F-286,S,2022-12-01 00:01:34,0.5,True,2022-07-30 00:01:00,36
1547,3643,2,2022-10-25 17:23:00.000000,9150,YYZ,2210.0,F-286,S,2022-12-01 00:01:34,0.5,True,2022-07-30 00:01:00,36
1548,4050,5,2022-10-25 17:56:50.075188,9150,YYZ,2210.0,F-286,S,2022-12-01 00:01:34,0.5,True,2022-07-30 00:01:00,36
1549,4306,5,2022-10-25 17:56:50.075188,9150,YYZ,2210.0,F-286,S,2022-12-01 00:01:34,0.5,True,2022-07-30 00:01:00,36
1550,19106,12,2022-10-25 16:55:00.000000,9152,YUL,1938.0,F-286,S,2022-11-27 00:01:34,35.2,True,2022-07-30 00:01:00,32
1551,11992,2,2022-10-25 10:58:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-30 00:01:34,1.5,True,2022-07-30 00:01:00,35
1552,8880,1,2022-10-25 10:58:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-22 00:01:34,1.0,True,2022-07-30 00:01:00,27
1553,9076,1,2022-10-25 10:58:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-22 00:01:34,1.0,True,2022-07-30 00:01:00,27
1554,3049,1,2022-10-25 11:15:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-22 00:01:34,0.5,True,2022-07-30 00:01:00,27
1555,3068,1,2022-10-25 11:18:00.000000,9153,YYZ,2322.0,F-286,S,2023-01-26 00:01:34,0.5,True,2022-07-30 00:01:00,92
1556,3204,1,2022-10-25 11:20:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-22 00:01:34,0.5,True,2022-07-30 00:01:00,27
1557,3214,1,2022-10-25 11:20:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-22 00:01:34,0.5,True,2022-07-30 00:01:00,27
1558,3619,1,2022-10-25 11:30:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-22 00:01:34,0.5,True,2022-07-30 00:01:00,27
1559,4256,3,2022-10-25 11:50:00.000000,9153,YYZ,2322.0,F-286,S,2022-11-22 00:01:34,0.5,True,2022-07-30 00:01:00,27
1560,9218,2,2022-10-25 12:33:00.000000,9155,YUL,1938.0,F-286,S,2022-11-27 00:01:34,1.0,True,2022-07-30 00:01:00,32
1561,9237,2,2022-10-25 12:33:00.000000,9155,YUL,1938.0,F-286,S,2022-11-27 00:01:34,1.0,True,2022-07-30 00:01:00,32
1562,9327,2,2022-10-25 12:33:00.000000,9155,YUL,1938.0,F-286,S,2022-11-27 00:01:34,1.0,True,2022-07-30 00:01:00,32
1563,9392,2,2022-10-25 12:40:00.000000,9155,YUL,1938.0,F-286,S,2022-11-27 00:01:34,1.0,True,2022-07-30 00:01:00,32
1564,9422,2,2022-10-25 12:40:00.000000,9155,YUL,1938.0,F-286,S,2022-11-27 00:01:34,1.0,True,2022-07-30 00:01:00,32
1565,2959,1,2022-10-25 12:53:00.000000,9155,YUL,1938.0,F-286,S,2022-11-19 00:01:34,0.5,True,2022-07-30 00:01:00,24
1566,3018,2,2022-10-25 13:03:00.000000,9155,YUL,1938.0,F-286,S,2022-12-18 00:01:34,0.5,True,2022-07-30 00:01:00,53
1567,3367,2,2022-10-25 13:03:00.000000,9155,YUL,1938.0,F-286,S,2022-11-06 00:01:34,0.5,True,2022-07-30 00:01:00,11
1568,3637,3,2022-10-25 13:18:00.000000,9155,YUL,1938.0,F-286,S,2022-11-19 00:01:34,0.5,True,2022-07-30 00:01:00,24
1569,11975,2,2022-10-25 15:39:00.000000,9158,YYZ,1464.0,F-286,S,2022-12-08 00:01:34,1.5,True,2022-07-30 00:01:00,43
1570,8894,2,2022-10-25 15:39:00.000000,9158,YYZ,1464.0,F-286,S,2022-11-13 00:01:34,1.0,True,2022-07-30 00:01:00,18
1571,2708,1,2022-10-25 15:39:00.000000,9158,YYZ,1464.0,F-286,S,2022-11-12 00:01:34,0.5,True,2022-07-30 00:01:00,17
1572,2717,2,2022-10-25 16:00:00.000000,9158,YYZ,1464.0,F-286,S,2023-01-02 00:01:34,0.5,True,2022-07-30 00:01:00,68
