,FIN Number,Fleet Type,DEFECT_TYPE,DUE_DATE,MAN_HOURS_VALUE
1485,3380.0,F-630,S,2022-12-31 00:00:00,0.1
1486,3380.0,F-630,S,2022-12-31 00:00:00,0.1
1487,4662.0,F-670,S,2023-01-21 00:01:34,0.1
1488,3341.0,F-670,S,2022-09-30 00:01:34,0.1
1489,1443.0,F-286,S,2022-10-08 00:01:34,0.1
1490,3640.0,F-670,S,2022-12-13 00:01:34,0.1
1491,5282.0,F-670,S,2022-10-09 00:01:34,0.1
1492,4734.0,F-670,S,2023-01-28 00:01:34,0.1
1493,3870.0,F-670,S,2023-01-08 00:01:34,0.1
1494,3525.0,F-192,S,2022-09-24 00:01:34,0.1
1495,3640.0,F-670,S,2022-12-13 00:01:34,0.1
1496,4734.0,F-670,S,2022-12-01 00:01:34,0.1
1497,4978.0,F-670,S,2022-10-18 00:01:34,0.1
1498,4788.0,F-670,S,2022-11-28 00:01:34,0.1
1499,2000.0,F-286,S,2022-09-19 00:01:34,0.1
1500,1744.0,F-286,S,2022-08-16 00:01:34,0.1
1501,2176.0,F-286,S,2022-09-25 00:01:34,0.1
1502,1380.0,F-286,S,2022-08-09 00:01:34,0.1
1503,4662.0,F-670,S,2023-01-21 00:01:34,0.1
1504,1582.0,F-286,S,2022-10-07 00:01:34,0.1
1505,1905.0,F-286,S,2022-09-06 00:01:34,0.1
1506,1440.0,F-286,S,2022-09-23 00:01:34,0.1
1507,1590.0,F-286,S,2022-09-01 00:01:34,0.1
1508,4576.0,F-670,S,2022-11-20 00:01:34,0.1
1509,1605.0,F-286,S,2022-09-29 00:01:34,0.1
1510,3640.0,F-670,S,2022-12-15 00:01:34,0.1
1511,1938.0,F-286,S,2022-08-18 00:01:34,0.1
1512,3870.0,F-670,S,2023-01-08 00:01:34,0.1
1513,2938.0,F-192,S,2022-08-13 00:01:34,0.1
1514,4978.0,F-670,S,2023-01-04 00:01:34,0.1
1515,2268.0,F-286,S,2022-09-27 00:01:34,0.1
1516,3870.0,F-670,S,2023-01-08 00:01:34,0.1
1517,5263.0,F-670,S,2022-08-09 00:01:34,0.1
1518,2090.0,F-286,S,2022-09-02 00:01:34,0.1
1519,2322.0,F-286,S,2022-09-04 00:01:34,0.1
1520,4662.0,F-670,S,2023-01-21 00:01:34,0.1
1521,1989.0,F-286,S,2022-09-22 00:01:34,0.1
1522,1456.0,F-286,S,2022-10-07 00:01:34,0.1
1523,1476.0,F-286,S,2022-08-17 00:01:34,0.1
1524,3870.0,F-670,S,2023-01-26 00:01:34,0.1
1525,3640.0,F-670,S,2022-12-15 00:01:34,0.1
1526,1768.0,F-286,S,2022-09-28 00:01:34,0.1
1527,4641.0,F-670,S,2022-09-04 00:01:34,0.1
1528,4734.0,F-670,S,2023-01-28 00:01:34,0.1
1529,1836.0,F-286,S,2022-09-13 00:01:34,0.1
1530,1464.0,F-286,S,2022-08-25 00:01:34,0.1
1531,3584.0,F-670,S,2022-10-25 00:01:34,0.1
1532,3870.0,F-670,S,2023-01-26 00:01:34,0.1
1533,4662.0,F-670,S,2022-08-23 00:01:34,0.1
1534,1508.0,F-286,S,2022-08-30 00:01:34,0.1
1535,3640.0,F-670,S,2022-12-13 00:01:34,0.1
1536,2210.0,F-286,S,2022-09-13 00:01:34,0.1
1537,7752.0,F-546,S,2022-11-09 01:00:48,0.1
1538,7854.0,F-546,S,2022-08-10 01:00:48,0.1
1539,7888.0,F-546,S,2022-08-27 01:00:48,0.1
1540,6915.0,F-546,S,2022-08-09 01:00:48,0.1
1541,6266.0,F-546,S,2022-08-20 01:00:48,0.1
1542,8496.0,F-546,S,2022-08-19 01:00:48,0.1
1543,5616.0,F-546,S,2022-08-04 01:00:48,0.1
1544,5496.0,F-546,S,2022-08-16 01:00:48,0.1
1545,8797.0,F-546,S,2022-08-18 01:00:48,0.1
1546,6817.0,F-192,S,2022-08-23 01:00:48,0.1
1547,7684.0,F-546,S,2022-08-16 01:00:48,0.1
1548,7644.0,F-690,S,2022-08-12 02:00:54,0.1
1549,7644.0,F-690,S,2022-08-11 02:00:54,0.1
1550,7644.0,F-690,S,2022-08-11 02:00:54,0.1
1551,7644.0,F-690,S,2022-08-11 02:00:54,0.1
1552,3966.0,F-690,S,2022-08-31 02:00:54,0.1
1553,3230.0,F-690,S,2022-08-05 02:00:54,0.1
1554,4824.0,F-630,S,2022-08-22 03:04:00,0.1
1555,6744.0,F-630,S,2022-09-13 03:04:00,0.1
1556,3724.0,F-231,S,2022-11-01 03:04:00,0.1
1557,3368.0,F-630,S,2022-08-19 03:04:00,0.1
1558,6752.0,F-630,S,2023-01-27 03:04:00,0.1
1559,6664.0,F-630,S,2022-08-13 03:04:00,0.1
1560,5817.0,F-630,S,2022-11-03 03:04:00,0.1
1561,3208.0,F-630,S,2022-08-10 03:04:00,0.1
1562,6752.0,F-630,S,2023-01-27 03:04:00,0.1
1563,5136.0,F-630,S,2022-10-27 03:04:00,0.1
1564,5866.0,F-630,S,2023-01-09 03:04:00,0.1
1565,5046.0,F-630,S,2022-08-21 03:04:00,0.1
1566,5046.0,F-630,S,2022-08-21 03:04:00,0.1
1567,6752.0,F-630,S,2022-08-25 03:04:00,0.1
1568,6664.0,F-630,S,2022-08-09 03:04:00,0.1
1569,6752.0,F-630,S,2023-01-27 03:04:00,0.1
1570,4285.0,F-630,S,2022-09-01 03:04:00,0.1
1571,6664.0,F-630,S,2022-08-13 03:04:00,0.1
1572,4285.0,F-630,S,2022-11-03 03:04:00,0.1
1573,5046.0,F-630,S,2022-08-21 03:04:00,0.1
1574,3368.0,F-630,S,2022-08-17 03:04:00,0.1
1575,6752.0,F-630,S,2023-01-27 03:04:00,0.1
1576,6752.0,F-630,S,2022-08-12 03:04:00,0.1
1577,3380.0,F-630,S,2022-09-26 03:04:00,0.1
1578,5046.0,F-630,S,2022-08-21 03:04:00,0.1
1579,6800.0,F-630,S,2022-11-04 03:04:00,0.1
1580,5046.0,F-630,S,2022-08-11 03:04:00,0.1
1581,9984.0,F-630,S,2022-10-24 03:04:00,0.1
1582,4180.0,F-630,S,2022-08-15 03:04:00,0.1
1583,3208.0,F-630,S,2022-11-15 03:04:00,0.1
1584,4285.0,F-630,S,2022-08-07 03:04:00,0.1
1585,4848.0,F-630,S,2022-11-04 03:04:00,0.1
1586,6752.0,F-630,S,2022-08-26 03:04:00,0.1
1587,5866.0,F-630,S,2022-10-07 03:04:00,0.1
1588,5046.0,F-630,S,2022-08-17 03:04:00,0.1
1589,6696.0,F-630,S,2022-08-27 03:04:00,0.1
1590,6744.0,F-630,S,2022-09-29 03:04:00,0.12
1591,3380.0,F-630,S,2022-12-29 03:04:00,0.12
1592,4824.0,F-630,S,2022-09-18 03:04:00,0.12
1593,6752.0,F-630,S,2022-11-14 03:04:00,0.12
1594,5136.0,F-630,S,2022-10-24 03:04:00,0.12
1595,6800.0,F-630,S,2022-11-04 03:04:00,0.12
1596,3525.0,F-192,S,2022-09-24 00:01:34,0.15
1597,1744.0,F-286,S,2022-09-04 00:01:34,0.15
1598,3870.0,F-670,S,2023-01-08 00:01:34,0.15
1599,5263.0,F-670,S,2022-08-09 00:01:34,0.15
1600,1836.0,F-286,S,2022-08-17 00:01:34,0.15
1601,5282.0,F-670,S,2022-11-13 00:01:34,0.15
1602,3133.0,F-192,S,2022-10-07 00:01:34,0.15
1603,1989.0,F-286,S,2022-08-11 00:01:34,0.15
1604,3584.0,F-670,S,2022-10-25 00:01:34,0.15
1605,4662.0,F-670,S,2023-01-21 00:01:34,0.15
1606,2938.0,F-192,S,2022-08-13 00:01:34,0.15
1607,4576.0,F-670,S,2022-11-20 00:01:34,0.15
1608,1476.0,F-286,S,2022-08-25 00:01:34,0.15
1609,3640.0,F-670,S,2022-12-13 00:01:34,0.15
1610,2178.0,F-286,S,2022-08-06 00:01:34,0.15
1611,2268.0,F-286,S,2022-08-24 00:01:34,0.15
1612,2006.0,F-286,S,2022-08-23 00:01:34,0.15
1613,5616.0,F-546,S,2022-08-04 01:00:48,0.15
1614,5496.0,F-546,S,2022-08-16 01:00:48,0.15
1615,6915.0,F-546,S,2022-08-09 01:00:48,0.15
1616,7684.0,F-546,S,2022-08-16 01:00:48,0.15
1617,8797.0,F-546,S,2022-08-18 01:00:48,0.15
1618,7888.0,F-546,S,2022-08-27 01:00:48,0.15
1619,6817.0,F-192,S,2022-08-23 01:00:48,0.15
1620,6266.0,F-546,S,2022-08-20 01:00:48,0.15
1621,7854.0,F-546,S,2022-08-10 01:00:48,0.15
1622,4675.0,F-231,S,2022-08-30 00:00:00,0.2
1623,4685.0,F-231,S,2022-08-30 00:00:00,0.2
1624,3728.0,F-231,S,2022-08-30 00:00:00,0.2
1625,3230.0,F-690,S,2022-10-01 00:00:00,0.2
1626,2802.0,F-231,S,2022-08-30 00:00:00,0.2
1627,4734.0,F-670,S,2023-01-28 00:01:34,0.2
1628,4335.0,F-670,S,2022-10-03 00:01:34,0.2
1629,3870.0,F-670,S,2022-08-30 00:01:34,0.2
1630,4576.0,F-670,S,2022-11-01 00:01:34,0.2
1631,4734.0,F-670,S,2023-01-28 00:01:34,0.2
1632,3870.0,F-670,S,2022-08-30 00:01:34,0.2
1633,4788.0,F-670,S,2022-09-25 00:01:34,0.2
1634,3584.0,F-670,S,2022-10-25 00:01:34,0.2
1635,4060.0,F-670,S,2022-08-12 00:01:34,0.2
1636,4335.0,F-670,S,2022-10-02 00:01:34,0.2
1637,3640.0,F-670,S,2022-12-15 00:01:34,0.2
1638,3584.0,F-670,S,2022-11-15 00:01:34,0.2
1639,3525.0,F-192,S,2022-08-22 00:01:34,0.2
1640,3870.0,F-670,S,2023-01-26 00:01:34,0.2
1641,3584.0,F-670,S,2022-09-02 00:01:34,0.2
1642,2938.0,F-192,S,2022-10-01 00:01:34,0.2
1643,4662.0,F-670,S,2022-11-18 00:01:34,0.2
1644,3640.0,F-670,S,2022-12-13 00:01:34,0.2
1645,4788.0,F-670,S,2022-08-31 00:01:34,0.2
1646,4978.0,F-670,S,2022-10-28 00:01:34,0.2
1647,4335.0,F-670,S,2022-10-03 00:01:34,0.2
1648,4662.0,F-670,S,2022-11-18 00:01:34,0.2
1649,3870.0,F-670,S,2022-08-30 00:01:34,0.2
1650,4978.0,F-670,S,2022-09-06 00:01:34,0.2
1651,4335.0,F-670,S,2022-10-02 00:01:34,0.2
1652,3525.0,F-192,S,2022-09-01 00:01:34,0.2
1653,4788.0,F-670,S,2023-01-29 00:01:34,0.2
1654,3185.0,F-192,S,2022-12-14 00:01:34,0.2
1655,5263.0,F-670,S,2022-10-11 00:01:34,0.2
1656,3584.0,F-670,S,2022-09-02 00:01:34,0.2
1657,3584.0,F-670,S,2022-09-16 00:01:34,0.2
1658,4662.0,F-670,S,2022-10-24 00:01:34,0.2
1659,4060.0,F-670,S,2022-08-12 00:01:34,0.2
1660,3640.0,F-670,S,2022-12-15 00:01:34,0.2
1661,2880.0,F-192,S,2023-01-06 00:01:34,0.2
1662,3584.0,F-670,S,2022-09-02 00:01:34,0.2
1663,3808.0,F-192,S,2022-09-10 00:01:34,0.2
1664,4788.0,F-670,S,2022-09-25 00:01:34,0.2
1665,2938.0,F-192,S,2022-12-16 00:01:34,0.2
1666,3808.0,F-192,S,2022-12-30 00:01:34,0.2
1667,4978.0,F-670,S,2022-12-19 00:01:34,0.2
1668,3870.0,F-670,S,2022-10-02 00:01:34,0.2
1669,3870.0,F-670,S,2023-01-26 00:01:34,0.2
1670,3870.0,F-670,S,2023-01-26 00:01:34,0.2
1671,5282.0,F-670,S,2022-12-11 00:01:34,0.2
1672,3133.0,F-192,S,2022-10-09 00:01:34,0.2
1673,4788.0,F-670,S,2022-09-25 00:01:34,0.2
1674,4662.0,F-670,S,2023-01-21 00:01:34,0.2
1675,3584.0,F-670,S,2022-09-16 00:01:34,0.2
1676,4978.0,F-670,S,2022-09-06 00:01:34,0.2
1677,3640.0,F-670,S,2022-12-15 00:01:34,0.2
1678,4576.0,F-670,S,2023-01-21 00:01:34,0.2
1679,3133.0,F-192,S,2022-11-25 00:01:34,0.2
1680,3870.0,F-670,S,2023-01-08 00:01:34,0.2
1681,3525.0,F-192,S,2022-12-11 00:01:34,0.2
1682,4734.0,F-670,S,2023-01-28 00:01:34,0.2
1683,4734.0,F-670,S,2023-01-28 00:01:34,0.2
1684,4788.0,F-670,S,2022-08-31 00:01:34,0.2
1685,4060.0,F-670,S,2022-08-12 00:01:34,0.2
1686,3584.0,F-670,S,2022-09-16 00:01:34,0.2
1687,4592.0,F-670,S,2022-12-09 00:01:34,0.2
1688,4335.0,F-670,S,2022-10-02 00:01:34,0.2
1689,4978.0,F-670,S,2022-09-06 00:01:34,0.2
1690,3808.0,F-192,S,2022-09-10 00:01:34,0.2
1691,3870.0,F-670,S,2023-01-26 00:01:34,0.2
1692,7200.0,F-546,S,2022-10-27 01:00:48,0.2
1693,6915.0,F-546,S,2022-09-29 01:00:48,0.2
1694,7888.0,F-546,S,2022-10-17 01:00:48,0.2
1695,6817.0,F-192,S,2022-10-11 01:00:48,0.2
1696,7667.0,F-546,S,2022-10-13 01:00:48,0.2
1697,5616.0,F-546,S,2022-09-16 01:00:48,0.2
1698,7888.0,F-546,S,2022-11-27 01:00:48,0.2
1699,8797.0,F-546,S,2022-10-09 01:00:48,0.2
1700,8496.0,F-546,S,2022-12-21 01:00:48,0.2
1701,7854.0,F-546,S,2022-09-30 01:00:48,0.2
1702,8797.0,F-546,S,2022-08-04 01:00:48,0.2
1703,6266.0,F-546,S,2022-10-02 01:00:48,0.2
1704,5496.0,F-546,S,2022-10-06 01:00:48,0.2
1705,7684.0,F-546,S,2022-10-06 01:00:48,0.2
1706,6132.0,F-295,S,2022-12-03 02:00:54,0.2
1707,9288.0,F-295,S,2022-09-30 02:00:54,0.2
1708,8670.0,F-295,S,2022-09-26 02:00:54,0.2
1709,8544.0,F-295,S,2022-08-06 02:00:54,0.2
1710,8240.0,F-295,S,2022-10-09 02:00:54,0.2
1711,8240.0,F-295,S,2022-10-09 02:00:54,0.2
1712,9519.0,F-295,S,2022-09-08 02:00:54,0.2
1713,7644.0,F-690,S,2022-08-11 02:00:54,0.2
1714,4620.0,F-690,S,2022-11-23 02:00:54,0.2
1715,6204.0,F-295,S,2022-12-06 02:00:54,0.2
1716,6204.0,F-295,S,2022-12-06 02:00:54,0.2
1717,4480.0,F-690,S,2022-12-16 02:00:54,0.2
1718,9144.0,F-295,S,2022-10-07 02:00:54,0.2
1719,3230.0,F-690,S,2023-01-05 02:00:54,0.2
1720,8288.0,F-295,S,2023-01-22 02:00:54,0.2
1721,8240.0,F-295,S,2022-10-09 02:00:54,0.2
1722,8288.0,F-295,S,2023-01-22 02:00:54,0.2
1723,8544.0,F-295,S,2022-12-04 02:00:54,0.2
1724,6204.0,F-295,S,2022-11-17 02:00:54,0.2
1725,8670.0,F-295,S,2022-09-07 02:00:54,0.2
1726,6276.0,F-295,S,2022-09-25 02:00:54,0.2
1727,6276.0,F-295,S,2022-09-25 02:00:54,0.2
1728,8544.0,F-295,S,2022-12-04 02:00:54,0.2
1729,6204.0,F-295,S,2022-11-17 02:00:54,0.2
1730,3230.0,F-690,S,2023-01-05 02:00:54,0.2
1731,6132.0,F-295,S,2022-11-02 02:00:54,0.2
1732,8288.0,F-295,S,2023-01-22 02:00:54,0.2
1733,6276.0,F-295,S,2022-09-25 02:00:54,0.2
1734,6276.0,F-295,S,2022-09-15 02:00:54,0.2
1735,8096.0,F-295,S,2022-09-01 02:00:54,0.2
1736,6084.0,F-295,S,2022-08-20 02:00:54,0.2
1737,9504.0,F-295,S,2022-09-05 02:00:54,0.2
1738,6204.0,F-295,S,2022-12-06 02:00:54,0.2
1739,9072.0,F-295,S,2022-09-20 02:00:54,0.2
1740,8224.0,F-295,S,2022-09-19 02:00:54,0.2
1741,6132.0,F-295,S,2022-12-03 02:00:54,0.2
1742,9519.0,F-295,S,2023-01-06 02:00:54,0.2
1743,9594.0,F-295,S,2022-12-10 02:00:54,0.2
1744,6656.0,F-295,S,2022-10-19 02:00:54,0.2
1745,6786.0,F-295,S,2022-09-07 02:00:54,0.2
1746,9288.0,F-295,S,2022-10-13 02:00:54,0.2
1747,6204.0,F-295,S,2022-12-06 02:00:54,0.2
1748,8288.0,F-295,S,2023-01-22 02:00:54,0.2
1749,9519.0,F-295,S,2022-09-08 02:00:54,0.2
1750,9519.0,F-295,S,2023-01-06 02:00:54,0.2
1751,8670.0,F-295,S,2022-09-26 02:00:54,0.2
1752,7644.0,F-690,S,2023-01-13 02:00:54,0.2
1753,9540.0,F-295,S,2022-08-24 02:00:54,0.2
1754,8240.0,F-295,S,2022-09-23 02:00:54,0.2
1755,9594.0,F-295,S,2022-12-10 02:00:54,0.2
1756,9288.0,F-295,S,2022-10-13 02:00:54,0.2
1757,9288.0,F-295,S,2022-10-13 02:00:54,0.2
1758,7644.0,F-690,S,2022-08-11 02:00:54,0.2
1759,8670.0,F-295,S,2022-09-07 02:00:54,0.2
1760,6084.0,F-295,S,2022-08-20 02:00:54,0.2
1761,8240.0,F-295,S,2022-09-23 02:00:54,0.2
1762,4620.0,F-690,S,2022-11-23 02:00:54,0.2
1763,6656.0,F-295,S,2022-10-19 02:00:54,0.2
1764,6204.0,F-295,S,2022-12-06 02:00:54,0.2
1765,6132.0,F-295,S,2022-12-03 02:00:54,0.2
1766,8544.0,F-295,S,2022-12-04 02:00:54,0.2
1767,6084.0,F-295,S,2022-08-20 02:00:54,0.2
1768,8240.0,F-295,S,2022-10-09 02:00:54,0.2
1769,8240.0,F-295,S,2022-10-09 02:00:54,0.2
1770,4480.0,F-690,S,2022-12-16 02:00:54,0.2
1771,5400.0,F-690,S,2022-12-16 02:00:54,0.2
1772,6132.0,F-295,S,2022-12-03 02:00:54,0.2
1773,6132.0,F-295,S,2022-12-03 02:00:54,0.2
1774,8670.0,F-295,S,2022-09-07 02:00:54,0.2
1775,8544.0,F-295,S,2022-12-04 02:00:54,0.2
1776,8544.0,F-295,S,2022-08-06 02:00:54,0.2
1777,9594.0,F-295,S,2022-12-10 02:00:54,0.2
1778,9288.0,F-295,S,2022-10-13 02:00:54,0.2
1779,8240.0,F-295,S,2022-10-09 02:00:54,0.2
1780,6276.0,F-295,S,2022-09-25 02:00:54,0.2
1781,6084.0,F-295,S,2022-08-20 02:00:54,0.2
1782,9288.0,F-295,S,2022-09-30 02:00:54,0.2
1783,9519.0,F-295,S,2023-01-06 02:00:54,0.2
1784,8288.0,F-295,S,2023-01-22 02:00:54,0.2
1785,8288.0,F-295,S,2022-09-24 02:00:54,0.2
1786,6084.0,F-295,S,2022-08-20 02:00:54,0.2
1787,9072.0,F-295,S,2022-09-20 02:00:54,0.2
1788,6084.0,F-295,S,2022-08-20 02:00:54,0.2
1789,6204.0,F-295,S,2022-12-06 02:00:54,0.2
1790,9594.0,F-295,S,2022-08-12 02:00:54,0.2
1791,6132.0,F-295,S,2022-12-03 02:00:54,0.2
1792,8670.0,F-295,S,2022-09-07 02:00:54,0.2
1793,8288.0,F-295,S,2023-01-22 02:00:54,0.2
1794,9594.0,F-295,S,2022-12-10 02:00:54,0.2
1795,8096.0,F-295,S,2022-09-24 02:00:54,0.2
1796,9288.0,F-295,S,2022-10-13 02:00:54,0.2
1797,8670.0,F-295,S,2022-09-07 02:00:54,0.2
1798,6084.0,F-295,S,2022-08-25 02:00:54,0.2
1799,9288.0,F-295,S,2022-10-13 02:00:54,0.2
1800,6132.0,F-295,S,2022-11-02 02:00:54,0.2
1801,9144.0,F-295,S,2022-10-07 02:00:54,0.2
1802,8670.0,F-295,S,2022-09-07 02:00:54,0.2
1803,9519.0,F-295,S,2023-01-06 02:00:54,0.2
1804,9594.0,F-295,S,2022-12-10 02:00:54,0.2
1805,6084.0,F-295,S,2022-08-25 02:00:54,0.2
1806,9504.0,F-295,S,2022-09-05 02:00:54,0.2
1807,6786.0,F-295,S,2022-09-07 02:00:54,0.2
1808,8544.0,F-295,S,2022-12-04 02:00:54,0.2
1809,6276.0,F-295,S,2022-09-15 02:00:54,0.2
1810,9594.0,F-295,S,2022-12-10 02:00:54,0.2
1811,8224.0,F-295,S,2022-09-19 02:00:54,0.2
1812,8544.0,F-295,S,2022-12-04 02:00:54,0.2
1813,8288.0,F-295,S,2022-09-24 02:00:54,0.2
1814,9519.0,F-295,S,2023-01-06 02:00:54,0.2
1815,6276.0,F-295,S,2022-09-25 02:00:54,0.2
1816,5400.0,F-690,S,2022-12-16 02:00:54,0.2
1817,9594.0,F-295,S,2022-08-12 02:00:54,0.2
1818,7644.0,F-690,S,2023-01-13 02:00:54,0.2
1819,9540.0,F-295,S,2022-08-24 02:00:54,0.2
1820,6276.0,F-295,S,2022-09-25 02:00:54,0.2
1821,9519.0,F-295,S,2023-01-06 02:00:54,0.2
1822,4180.0,F-630,S,2022-11-03 03:04:00,0.2
1823,6752.0,F-630,S,2022-08-10 03:04:00,0.2
1824,6752.0,F-630,S,2022-08-26 03:04:00,0.2
1825,5817.0,F-630,S,2022-11-13 03:04:00,0.2
1826,3368.0,F-630,S,2022-08-17 03:04:00,0.2
1827,6752.0,F-630,S,2022-10-14 03:04:00,0.2
1828,5046.0,F-630,S,2022-08-07 03:04:00,0.2
1829,6664.0,F-630,S,2022-08-07 03:04:00,0.2
1830,5046.0,F-630,S,2022-10-19 03:04:00,0.2
1831,4710.0,F-231,S,2022-12-13 03:04:00,0.2
1832,4824.0,F-630,S,2022-08-22 03:04:00,0.2
1833,4665.0,F-231,S,2022-10-01 03:04:00,0.2
1834,4285.0,F-630,S,2022-11-14 03:04:00,0.2
1835,6752.0,F-630,S,2022-11-11 03:04:00,0.2
1836,6696.0,F-630,S,2022-08-31 03:04:00,0.2
1837,9984.0,F-630,S,2023-01-21 03:04:00,0.2
1838,3208.0,F-630,S,2022-11-14 03:04:00,0.2
1839,6580.0,F-231,S,2022-08-09 03:04:00,0.2
1840,3724.0,F-231,S,2022-09-14 03:04:00,0.2
1841,3764.0,F-231,S,2022-10-02 03:04:00,0.2
1842,2808.0,F-231,S,2022-10-05 03:04:00,0.2
1843,4675.0,F-231,S,2022-09-13 03:04:00,0.2
1844,4848.0,F-630,S,2022-11-04 03:04:00,0.2
1845,6615.0,F-231,S,2022-08-09 03:04:00,0.2
1846,5046.0,F-630,S,2022-10-23 03:04:00,0.2
1847,4285.0,F-630,S,2022-11-14 03:04:00,0.2
1848,3728.0,F-231,S,2022-10-07 03:04:00,0.2
1849,5866.0,F-630,S,2022-12-31 03:04:00,0.2
1850,3380.0,F-630,S,2022-10-03 03:04:00,0.2
1851,4824.0,F-630,S,2022-08-30 03:04:00,0.2
1852,4848.0,F-630,S,2022-11-04 03:04:00,0.2
1853,4685.0,F-231,S,2022-08-18 03:04:00,0.2
1854,9984.0,F-630,S,2022-11-02 03:04:00,0.2
1855,2817.0,F-231,S,2022-09-03 03:04:00,0.2
1856,6664.0,F-630,S,2022-10-24 03:04:00,0.2
1857,6696.0,F-630,S,2022-11-16 03:04:00,0.2
1858,2802.0,F-231,S,2022-09-05 03:04:00,0.2
1859,5046.0,F-630,S,2022-11-01 03:04:00,0.2
1860,4690.0,F-231,S,2022-09-01 03:04:00,0.2
1861,5136.0,F-630,S,2022-11-04 03:04:00,0.2
1862,4715.0,F-231,S,2022-09-25 03:04:00,0.2
1863,5866.0,F-630,S,2022-10-13 03:04:00,0.2
1864,4285.0,F-630,S,2022-10-23 03:04:00,0.2
1865,6664.0,F-630,S,2022-08-11 03:04:00,0.2
1866,4180.0,F-630,S,2022-08-16 03:04:00,0.2
1867,3208.0,F-630,S,2022-08-10 03:04:00,0.2
1868,7576.0,F-231,S,2022-09-24 03:04:00,0.2
1869,6744.0,F-630,S,2022-10-30 03:04:00,0.2
1870,6664.0,F-630,S,2022-10-14 03:04:00,0.2
1871,3208.0,F-630,S,2022-10-23 03:04:00,0.2
1872,6800.0,F-630,S,2022-11-14 03:04:00,0.2
1873,5817.0,F-630,S,2023-01-09 03:04:00,0.2
1874,2944.0,F-855,S,2023-01-13 04:00:36,0.2
1875,3700.0,F-855,S,2023-01-02 04:00:36,0.2
1876,3185.0,F-192,S,2022-12-14 00:01:34,0.21
1877,3525.0,F-192,S,2022-09-01 00:01:34,0.21
1878,3808.0,F-192,S,2022-12-30 00:01:34,0.21
1879,2880.0,F-192,S,2023-01-06 00:01:34,0.21
1880,4592.0,F-670,S,2022-12-09 00:01:34,0.21
1881,4576.0,F-670,S,2022-11-01 00:01:34,0.21
1882,3133.0,F-192,S,2022-10-09 00:01:34,0.21
1883,7888.0,F-546,S,2022-11-27 01:00:48,0.21
1884,8797.0,F-546,S,2022-08-04 01:00:48,0.21
1885,7200.0,F-546,S,2022-10-27 01:00:48,0.21
1886,7667.0,F-546,S,2022-10-13 01:00:48,0.21
1887,2244.0,F-286,S,2022-12-31 00:00:00,0.25
1888,4978.0,F-670,S,2022-09-30 00:00:00,0.25
1889,4335.0,F-670,S,2022-09-30 00:00:00,0.25
1890,3584.0,F-670,S,2022-09-30 00:00:00,0.25
1891,2261.0,F-286,S,2022-12-31 00:00:00,0.25
1892,3584.0,F-670,S,2022-09-30 00:00:00,0.25
1893,3341.0,F-670,S,2022-09-30 00:00:00,0.25
1894,4335.0,F-670,S,2022-09-30 00:00:00,0.25
1895,5046.0,F-630,S,2022-08-31 00:00:00,0.25
1896,4060.0,F-670,S,2022-09-30 00:00:00,0.25
1897,4978.0,F-670,S,2022-09-30 00:00:00,0.25
1898,4576.0,F-670,S,2023-01-18 00:01:34,0.25
1899,2938.0,F-192,S,2022-09-23 00:01:34,0.25
1900,4576.0,F-670,S,2022-11-01 00:01:34,0.25
1901,4734.0,F-670,S,2023-01-28 00:01:34,0.25
1902,3525.0,F-192,S,2022-09-01 00:01:34,0.25
1903,3584.0,F-670,S,2022-09-16 00:01:34,0.25
1904,5263.0,F-670,S,2022-09-15 00:01:34,0.25
1905,3870.0,F-670,S,2023-01-26 00:01:34,0.25
1906,3185.0,F-192,S,2022-12-14 00:01:34,0.25
1907,3133.0,F-192,S,2022-12-22 00:01:34,0.25
1908,3525.0,F-192,S,2022-11-12 00:01:34,0.25
1909,3640.0,F-670,S,2022-12-15 00:01:34,0.25
1910,3640.0,F-670,S,2022-12-15 00:01:34,0.25
1911,3870.0,F-670,S,2023-01-26 00:01:34,0.25
1912,3870.0,F-670,S,2023-01-26 00:01:34,0.25
1913,5282.0,F-670,S,2023-01-01 00:01:34,0.25
1914,3808.0,F-192,S,2022-12-30 00:01:34,0.25
1915,4592.0,F-670,S,2022-12-09 00:01:34,0.25
1916,2880.0,F-192,S,2023-01-06 00:01:34,0.25
1917,3133.0,F-192,S,2022-10-09 00:01:34,0.25
1918,4734.0,F-670,S,2023-01-28 00:01:34,0.25
1919,4734.0,F-670,S,2023-01-28 00:01:34,0.25
1920,4978.0,F-670,S,2022-10-28 00:01:34,0.25
1921,3640.0,F-670,S,2022-12-15 00:01:34,0.25
1922,7684.0,F-546,S,2022-10-29 01:00:48,0.25
1923,5496.0,F-546,S,2022-11-09 01:00:48,0.25
1924,8797.0,F-546,S,2022-10-31 01:00:48,0.25
1925,5616.0,F-546,S,2022-09-28 01:00:48,0.25
1926,6266.0,F-546,S,2022-11-14 01:00:48,0.25
1927,7888.0,F-546,S,2022-11-15 01:00:48,0.25
1928,6915.0,F-546,S,2022-11-02 01:00:48,0.25
1929,7854.0,F-546,S,2022-10-17 01:00:48,0.25
1930,6817.0,F-192,S,2022-10-09 01:00:48,0.25
1931,8560.0,F-295,S,2022-08-06 02:00:54,0.25
1932,3230.0,F-690,S,2022-09-05 02:00:54,0.25
1933,5841.0,F-295,S,2022-08-08 02:00:54,0.25
1934,9540.0,F-295,S,2022-08-03 02:00:54,0.25
