,Month,Location,N_Fleet_type,Cycle,Count,Departing Station,N_Fleet_Type,Quarter,dist,Final_head_count,Last_head_count
650,September,YOW,F-295,2.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
651,September,YOW,F-295,2.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
652,September,YOW,F-295,2.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
653,September,YOW,F-295,2.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
654,October,YOW,F-295,1.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
655,October,YOW,F-295,1.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
656,October,YOW,F-295,1.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
657,October,YOW,F-295,1.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
658,October,YOW,F-295,2.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
659,October,YOW,F-295,2.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
660,October,YOW,F-295,2.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
661,October,YOW,F-295,2.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
662,November,YOW,F-295,2.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
663,November,YOW,F-295,2.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
664,November,YOW,F-295,2.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
665,November,YOW,F-295,2.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
666,November,YOW,F-295,1.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
667,November,YOW,F-295,1.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
668,November,YOW,F-295,1.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
669,November,YOW,F-295,1.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
670,December,YOW,F-295,2.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
671,December,YOW,F-295,2.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
672,December,YOW,F-295,2.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
673,December,YOW,F-295,2.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
674,December,YOW,F-295,1.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
675,December,YOW,F-295,1.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
676,December,YOW,F-295,1.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
677,December,YOW,F-295,1.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
678,January,YOW,F-295,1.0,1.0,YOW,F-295,N(1),0.5549132947976879,0.5549132947976879,1.0
679,January,YOW,F-295,1.0,1.0,YOW,F-295,N(2),0.0,0.0,0.0
680,January,YOW,F-295,1.0,1.0,YOW,F-295,N(3),0.23121387283236994,0.23121387283236994,0.0
681,January,YOW,F-295,1.0,1.0,YOW,F-295,N(4),0.2138728323699422,0.2138728323699422,0.0
682,January,YOW,F-295,2.0,2.0,YOW,F-295,N(1),0.5549132947976879,1.1098265895953758,1.0
683,January,YOW,F-295,2.0,2.0,YOW,F-295,N(2),0.0,0.0,0.0
684,January,YOW,F-295,2.0,2.0,YOW,F-295,N(3),0.23121387283236994,0.4624277456647399,0.0
685,January,YOW,F-295,2.0,2.0,YOW,F-295,N(4),0.2138728323699422,0.4277456647398844,0.0
686,July,YOW,F-690,2.0,0.0,,,,,,
687,July,YOW,F-690,1.0,0.0,,,,,,
688,August,YOW,F-690,2.0,0.0,,,,,,
689,August,YOW,F-690,1.0,0.0,,,,,,
690,September,YOW,F-690,1.0,0.0,,,,,,
691,September,YOW,F-690,2.0,0.0,,,,,,
692,October,YOW,F-690,1.0,0.0,,,,,,
693,October,YOW,F-690,2.0,0.0,,,,,,
694,November,YOW,F-690,2.0,0.0,,,,,,
695,November,YOW,F-690,1.0,0.0,,,,,,
696,December,YOW,F-690,2.0,0.0,,,,,,
697,December,YOW,F-690,1.0,0.0,,,,,,
698,January,YOW,F-690,1.0,0.0,,,,,,
699,January,YOW,F-690,2.0,0.0,,,,,,
700,July,YOW,F-855,2.0,0.0,,,,,,
701,July,YOW,F-855,1.0,0.0,,,,,,
702,August,YOW,F-855,2.0,0.0,,,,,,
703,August,YOW,F-855,1.0,0.0,,,,,,
704,September,YOW,F-855,1.0,0.0,,,,,,
705,September,YOW,F-855,2.0,0.0,,,,,,
706,October,YOW,F-855,1.0,0.0,,,,,,
707,October,YOW,F-855,2.0,0.0,,,,,,
708,November,YOW,F-855,2.0,0.0,,,,,,
709,November,YOW,F-855,1.0,0.0,,,,,,
710,December,YOW,F-855,2.0,0.0,,,,,,
711,December,YOW,F-855,1.0,0.0,,,,,,
712,January,YOW,F-855,1.0,0.0,,,,,,
713,January,YOW,F-855,2.0,0.0,,,,,,
714,July,YOW,F-630,2.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
715,July,YOW,F-630,2.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
716,July,YOW,F-630,2.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
717,July,YOW,F-630,2.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
718,July,YOW,F-630,1.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
719,July,YOW,F-630,1.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
720,July,YOW,F-630,1.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
721,July,YOW,F-630,1.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
722,August,YOW,F-630,2.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
723,August,YOW,F-630,2.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
724,August,YOW,F-630,2.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
725,August,YOW,F-630,2.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
726,August,YOW,F-630,1.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
727,August,YOW,F-630,1.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
728,August,YOW,F-630,1.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
729,August,YOW,F-630,1.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
730,September,YOW,F-630,1.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
731,September,YOW,F-630,1.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
732,September,YOW,F-630,1.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
733,September,YOW,F-630,1.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
734,September,YOW,F-630,2.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
735,September,YOW,F-630,2.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
736,September,YOW,F-630,2.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
737,September,YOW,F-630,2.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
738,October,YOW,F-630,1.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
739,October,YOW,F-630,1.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
740,October,YOW,F-630,1.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
741,October,YOW,F-630,1.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
742,October,YOW,F-630,2.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
743,October,YOW,F-630,2.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
744,October,YOW,F-630,2.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
745,October,YOW,F-630,2.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
746,November,YOW,F-630,2.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
747,November,YOW,F-630,2.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
748,November,YOW,F-630,2.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
749,November,YOW,F-630,2.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
750,November,YOW,F-630,1.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
751,November,YOW,F-630,1.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
752,November,YOW,F-630,1.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
753,November,YOW,F-630,1.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
754,December,YOW,F-630,2.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
755,December,YOW,F-630,2.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
756,December,YOW,F-630,2.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
757,December,YOW,F-630,2.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
758,December,YOW,F-630,1.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
759,December,YOW,F-630,1.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
760,December,YOW,F-630,1.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
761,December,YOW,F-630,1.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
762,January,YOW,F-630,1.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
763,January,YOW,F-630,1.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
764,January,YOW,F-630,1.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
765,January,YOW,F-630,1.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
766,January,YOW,F-630,2.0,0.0,YOW,F-630,N(1),0.0,0.0,0.0
767,January,YOW,F-630,2.0,0.0,YOW,F-630,N(2),0.8809523809523809,0.0,0.0
768,January,YOW,F-630,2.0,0.0,YOW,F-630,N(3),0.11904761904761904,0.0,0.0
769,January,YOW,F-630,2.0,0.0,YOW,F-630,N(4),0.0,0.0,0.0
770,July,YOW,F-231,2.0,0.0,,,,,,
771,July,YOW,F-231,1.0,0.0,,,,,,
772,August,YOW,F-231,2.0,0.0,,,,,,
773,August,YOW,F-231,1.0,0.0,,,,,,
774,September,YOW,F-231,1.0,0.0,,,,,,
775,September,YOW,F-231,2.0,0.0,,,,,,
776,October,YOW,F-231,1.0,0.0,,,,,,
777,October,YOW,F-231,2.0,0.0,,,,,,
778,November,YOW,F-231,2.0,0.0,,,,,,
779,November,YOW,F-231,1.0,0.0,,,,,,
780,December,YOW,F-231,2.0,0.0,,,,,,
781,December,YOW,F-231,1.0,0.0,,,,,,
782,January,YOW,F-231,1.0,0.0,,,,,,
783,January,YOW,F-231,2.0,0.0,,,,,,
784,July,YOW,F-286,2.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
785,July,YOW,F-286,2.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
786,July,YOW,F-286,2.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
787,July,YOW,F-286,2.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
788,July,YOW,F-286,1.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
789,July,YOW,F-286,1.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
790,July,YOW,F-286,1.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
791,July,YOW,F-286,1.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
792,August,YOW,F-286,2.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
793,August,YOW,F-286,2.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
794,August,YOW,F-286,2.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
795,August,YOW,F-286,2.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
796,August,YOW,F-286,1.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
797,August,YOW,F-286,1.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
798,August,YOW,F-286,1.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
799,August,YOW,F-286,1.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
800,September,YOW,F-286,1.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
801,September,YOW,F-286,1.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
802,September,YOW,F-286,1.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
803,September,YOW,F-286,1.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
804,September,YOW,F-286,2.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
805,September,YOW,F-286,2.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
806,September,YOW,F-286,2.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
807,September,YOW,F-286,2.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
808,October,YOW,F-286,1.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
809,October,YOW,F-286,1.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
810,October,YOW,F-286,1.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
811,October,YOW,F-286,1.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
812,October,YOW,F-286,2.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
813,October,YOW,F-286,2.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
814,October,YOW,F-286,2.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
815,October,YOW,F-286,2.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
816,November,YOW,F-286,2.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
817,November,YOW,F-286,2.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
818,November,YOW,F-286,2.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
819,November,YOW,F-286,2.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
820,November,YOW,F-286,1.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
821,November,YOW,F-286,1.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
822,November,YOW,F-286,1.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
823,November,YOW,F-286,1.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
824,December,YOW,F-286,2.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
825,December,YOW,F-286,2.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
826,December,YOW,F-286,2.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
827,December,YOW,F-286,2.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
828,December,YOW,F-286,1.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
829,December,YOW,F-286,1.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
830,December,YOW,F-286,1.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
831,December,YOW,F-286,1.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
832,January,YOW,F-286,1.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
833,January,YOW,F-286,1.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
834,January,YOW,F-286,1.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
835,January,YOW,F-286,1.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
836,January,YOW,F-286,2.0,1.0,YOW,F-286,N(1),0.18961352657004832,0.18961352657004832,0.0
837,January,YOW,F-286,2.0,1.0,YOW,F-286,N(2),0.3188405797101449,0.3188405797101449,0.0
838,January,YOW,F-286,2.0,1.0,YOW,F-286,N(3),0.23550724637681159,0.23550724637681159,0.0
839,January,YOW,F-286,2.0,1.0,YOW,F-286,N(4),0.2560386473429952,0.2560386473429952,0.0
840,July,YHZ,F-347,2.0,3.0,YHZ,F-347,N(1),0.4742268041237113,1.4226804123711339,1.0
841,July,YHZ,F-347,2.0,3.0,YHZ,F-347,N(2),0.0,0.0,0.0
842,July,YHZ,F-347,2.0,3.0,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,1.0
843,July,YHZ,F-347,2.0,3.0,YHZ,F-347,N(4),0.13402061855670103,0.4020618556701031,0.0
844,July,YHZ,F-347,1.0,2.0,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1.0
845,July,YHZ,F-347,1.0,2.0,YHZ,F-347,N(2),0.0,0.0,0.0
846,July,YHZ,F-347,1.0,2.0,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1.0
847,July,YHZ,F-347,1.0,2.0,YHZ,F-347,N(4),0.13402061855670103,0.26804123711340205,0.0
848,August,YHZ,F-347,2.0,3.0,YHZ,F-347,N(1),0.4742268041237113,1.4226804123711339,1.0
849,August,YHZ,F-347,2.0,3.0,YHZ,F-347,N(2),0.0,0.0,0.0
850,August,YHZ,F-347,2.0,3.0,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,1.0
851,August,YHZ,F-347,2.0,3.0,YHZ,F-347,N(4),0.13402061855670103,0.4020618556701031,0.0
852,August,YHZ,F-347,1.0,2.0,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1.0
853,August,YHZ,F-347,1.0,2.0,YHZ,F-347,N(2),0.0,0.0,0.0
854,August,YHZ,F-347,1.0,2.0,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1.0
855,August,YHZ,F-347,1.0,2.0,YHZ,F-347,N(4),0.13402061855670103,0.26804123711340205,0.0
856,September,YHZ,F-347,1.0,2.0,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1.0
857,September,YHZ,F-347,1.0,2.0,YHZ,F-347,N(2),0.0,0.0,0.0
858,September,YHZ,F-347,1.0,2.0,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1.0
859,September,YHZ,F-347,1.0,2.0,YHZ,F-347,N(4),0.13402061855670103,0.26804123711340205,0.0
860,September,YHZ,F-347,2.0,3.0,YHZ,F-347,N(1),0.4742268041237113,1.4226804123711339,1.0
861,September,YHZ,F-347,2.0,3.0,YHZ,F-347,N(2),0.0,0.0,0.0
862,September,YHZ,F-347,2.0,3.0,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,1.0
863,September,YHZ,F-347,2.0,3.0,YHZ,F-347,N(4),0.13402061855670103,0.4020618556701031,0.0
864,October,YHZ,F-347,1.0,2.0,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1.0
865,October,YHZ,F-347,1.0,2.0,YHZ,F-347,N(2),0.0,0.0,0.0
866,October,YHZ,F-347,1.0,2.0,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1.0
867,October,YHZ,F-347,1.0,2.0,YHZ,F-347,N(4),0.13402061855670103,0.26804123711340205,0.0
868,October,YHZ,F-347,2.0,3.0,YHZ,F-347,N(1),0.4742268041237113,1.4226804123711339,1.0
869,October,YHZ,F-347,2.0,3.0,YHZ,F-347,N(2),0.0,0.0,0.0
870,October,YHZ,F-347,2.0,3.0,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,1.0
871,October,YHZ,F-347,2.0,3.0,YHZ,F-347,N(4),0.13402061855670103,0.4020618556701031,0.0
872,November,YHZ,F-347,2.0,3.0,YHZ,F-347,N(1),0.4742268041237113,1.4226804123711339,1.0
873,November,YHZ,F-347,2.0,3.0,YHZ,F-347,N(2),0.0,0.0,0.0
874,November,YHZ,F-347,2.0,3.0,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,1.0
875,November,YHZ,F-347,2.0,3.0,YHZ,F-347,N(4),0.13402061855670103,0.4020618556701031,0.0
876,November,YHZ,F-347,1.0,2.0,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1.0
877,November,YHZ,F-347,1.0,2.0,YHZ,F-347,N(2),0.0,0.0,0.0
878,November,YHZ,F-347,1.0,2.0,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1.0
879,November,YHZ,F-347,1.0,2.0,YHZ,F-347,N(4),0.13402061855670103,0.26804123711340205,0.0
880,December,YHZ,F-347,2.0,3.0,YHZ,F-347,N(1),0.4742268041237113,1.4226804123711339,1.0
881,December,YHZ,F-347,2.0,3.0,YHZ,F-347,N(2),0.0,0.0,0.0
882,December,YHZ,F-347,2.0,3.0,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,1.0
883,December,YHZ,F-347,2.0,3.0,YHZ,F-347,N(4),0.13402061855670103,0.4020618556701031,0.0
884,December,YHZ,F-347,1.0,2.0,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1.0
885,December,YHZ,F-347,1.0,2.0,YHZ,F-347,N(2),0.0,0.0,0.0
886,December,YHZ,F-347,1.0,2.0,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1.0
887,December,YHZ,F-347,1.0,2.0,YHZ,F-347,N(4),0.13402061855670103,0.26804123711340205,0.0
888,January,YHZ,F-347,1.0,2.0,YHZ,F-347,N(1),0.4742268041237113,0.9484536082474226,1.0
889,January,YHZ,F-347,1.0,2.0,YHZ,F-347,N(2),0.0,0.0,0.0
890,January,YHZ,F-347,1.0,2.0,YHZ,F-347,N(3),0.3917525773195876,0.7835051546391752,1.0
891,January,YHZ,F-347,1.0,2.0,YHZ,F-347,N(4),0.13402061855670103,0.26804123711340205,0.0
892,January,YHZ,F-347,2.0,3.0,YHZ,F-347,N(1),0.4742268041237113,1.4226804123711339,1.0
893,January,YHZ,F-347,2.0,3.0,YHZ,F-347,N(2),0.0,0.0,0.0
894,January,YHZ,F-347,2.0,3.0,YHZ,F-347,N(3),0.3917525773195876,1.175257731958763,1.0
895,January,YHZ,F-347,2.0,3.0,YHZ,F-347,N(4),0.13402061855670103,0.4020618556701031,0.0
896,July,YHZ,F-295,2.0,1.0,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0.0
897,July,YHZ,F-295,2.0,1.0,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0.0
898,July,YHZ,F-295,2.0,1.0,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,0.0
899,July,YHZ,F-295,2.0,1.0,YHZ,F-295,N(4),0.0,0.0,0.0
900,July,YHZ,F-295,1.0,2.0,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,1.0
901,July,YHZ,F-295,1.0,2.0,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1.0
902,July,YHZ,F-295,1.0,2.0,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1.0
903,July,YHZ,F-295,1.0,2.0,YHZ,F-295,N(4),0.0,0.0,0.0
904,August,YHZ,F-295,2.0,1.0,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0.0
905,August,YHZ,F-295,2.0,1.0,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0.0
906,August,YHZ,F-295,2.0,1.0,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,0.0
907,August,YHZ,F-295,2.0,1.0,YHZ,F-295,N(4),0.0,0.0,0.0
908,August,YHZ,F-295,1.0,2.0,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,1.0
909,August,YHZ,F-295,1.0,2.0,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1.0
910,August,YHZ,F-295,1.0,2.0,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1.0
911,August,YHZ,F-295,1.0,2.0,YHZ,F-295,N(4),0.0,0.0,0.0
912,September,YHZ,F-295,1.0,2.0,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,1.0
913,September,YHZ,F-295,1.0,2.0,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1.0
914,September,YHZ,F-295,1.0,2.0,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1.0
915,September,YHZ,F-295,1.0,2.0,YHZ,F-295,N(4),0.0,0.0,0.0
916,September,YHZ,F-295,2.0,1.0,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0.0
917,September,YHZ,F-295,2.0,1.0,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0.0
918,September,YHZ,F-295,2.0,1.0,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,0.0
919,September,YHZ,F-295,2.0,1.0,YHZ,F-295,N(4),0.0,0.0,0.0
920,October,YHZ,F-295,1.0,2.0,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,1.0
921,October,YHZ,F-295,1.0,2.0,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1.0
922,October,YHZ,F-295,1.0,2.0,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1.0
923,October,YHZ,F-295,1.0,2.0,YHZ,F-295,N(4),0.0,0.0,0.0
924,October,YHZ,F-295,2.0,1.0,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0.0
925,October,YHZ,F-295,2.0,1.0,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0.0
926,October,YHZ,F-295,2.0,1.0,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,0.0
927,October,YHZ,F-295,2.0,1.0,YHZ,F-295,N(4),0.0,0.0,0.0
928,November,YHZ,F-295,2.0,1.0,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0.0
929,November,YHZ,F-295,2.0,1.0,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0.0
930,November,YHZ,F-295,2.0,1.0,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,0.0
931,November,YHZ,F-295,2.0,1.0,YHZ,F-295,N(4),0.0,0.0,0.0
932,November,YHZ,F-295,1.0,2.0,YHZ,F-295,N(1),0.2939958592132505,0.587991718426501,1.0
933,November,YHZ,F-295,1.0,2.0,YHZ,F-295,N(2),0.4120082815734989,0.8240165631469978,1.0
934,November,YHZ,F-295,1.0,2.0,YHZ,F-295,N(3),0.2939958592132505,0.587991718426501,1.0
935,November,YHZ,F-295,1.0,2.0,YHZ,F-295,N(4),0.0,0.0,0.0
936,December,YHZ,F-295,2.0,1.0,YHZ,F-295,N(1),0.2939958592132505,0.2939958592132505,0.0
937,December,YHZ,F-295,2.0,1.0,YHZ,F-295,N(2),0.4120082815734989,0.4120082815734989,0.0
938,December,YHZ,F-295,2.0,1.0,YHZ,F-295,N(3),0.2939958592132505,0.2939958592132505,0.0
939,December,YHZ,F-295,2.0,1.0,YHZ,F-295,N(4),0.0,0.0,0.0
